rain_risk,wind_risk,visibility_risk,slope_risk,traffic_risk_index,night_flag,monsoon_flag,road_type_enc,terrain_enc,risk_score,risk_class
0.2,0.1,0.1,0.4,37,0,0,1,2,21.46,Safe
0.4,1.0,0.3,0.7,45,1,1,1,2,54.5,Moderate
0.2,0.3,0.6,0.4,27,1,0,1,2,37.26,Moderate
0.2,0.1,0.1,0.1,49,0,0,1,1,16.02,Safe
0.4,0.3,0.3,0.7,28,1,0,1,2,39.84,Moderate
0.2,0.1,0.6,0.4,38,1,0,1,2,37.64,Moderate
0.2,0.1,0.3,0.4,38,0,0,1,2,24.84,Safe
0.2,0.3,0.1,1.0,24,1,0,4,3,45.92,Moderate
0.2,0.1,0.6,1.0,22,1,0,2,3,48.36,Moderate
0.2,0.1,0.1,1.0,58,0,0,4,3,42.44,Moderate
0.2,0.1,0.1,1.0,40,0,0,4,3,39.2,Moderate
0.4,1.0,0.1,1.0,47,0,1,4,3,57.26,Moderate
0.4,0.3,0.1,1.0,64,0,0,4,3,48.72,Moderate
0.2,0.1,0.3,1.0,37,1,0,4,3,49.86,Moderate
1.0,0.3,0.3,0.7,47,1,1,4,3,70.06,Dangerous
1.0,0.6,0.6,0.7,52,1,1,4,3,78.16,Dangerous
0.7,1.0,0.6,1.0,62,0,1,4,3,73.36,Dangerous
0.4,1.0,0.3,1.0,56,1,1,4,3,70.08,Dangerous
1.0,0.3,0.3,1.0,57,0,1,4,3,67.46,Dangerous
0.7,0.6,1.0,1.0,23,1,1,2,3,73.94,Dangerous
1.0,0.3,0.6,0.7,47,1,1,4,3,74.86,Dangerous
0.2,0.3,0.1,0.1,23,1,0,1,1,20.94,Safe
1.0,0.3,0.6,0.7,36,1,1,1,2,62.88,Dangerous
0.2,0.3,0.1,0.1,37,0,0,1,1,15.46,Safe
1.0,1.0,0.6,0.1,54,0,1,1,1,52.52,Moderate
0.2,0.1,0.3,0.1,25,0,0,1,1,14.9,Safe
0.4,0.3,0.1,0.4,50,0,0,1,2,29.0,Safe
1.0,0.6,1.0,0.7,53,1,1,1,2,74.74,Dangerous
0.2,0.3,0.6,0.4,17,1,0,1,2,35.46,Moderate
0.2,0.3,0.6,0.7,22,1,0,1,2,39.96,Moderate
0.4,0.3,0.3,0.4,22,1,0,1,2,35.16,Moderate
1.0,1.0,0.6,0.4,38,1,1,1,2,65.24,Dangerous
0.2,0.1,0.3,0.7,23,1,0,1,2,33.74,Moderate
0.2,0.1,0.3,0.1,21,1,0,1,1,22.18,Safe
0.4,0.3,0.3,0.1,33,0,1,1,1,27.54,Safe
0.2,0.3,0.3,0.1,45,1,0,1,1,28.1,Safe
0.2,0.1,0.1,0.1,44,0,0,1,1,15.12,Safe
0.4,0.3,0.1,0.1,30,1,0,1,1,25.8,Safe
0.2,0.1,0.1,0.1,21,1,0,1,1,18.98,Safe
0.2,0.3,0.1,0.4,42,1,0,1,2,31.96,Moderate
0.7,1.0,0.3,0.4,26,1,1,1,2,52.88,Moderate
1.0,0.6,0.3,0.4,60,0,1,1,2,53.2,Moderate
0.4,0.6,0.3,0.4,35,0,1,1,2,37.9,Moderate
0.2,0.3,0.1,0.1,44,0,0,1,1,16.72,Safe
0.7,0.6,0.6,0.4,51,0,1,1,2,50.98,Moderate
0.2,0.1,0.3,0.4,20,1,0,1,2,29.6,Safe
0.2,0.3,0.3,0.7,31,1,0,4,3,46.78,Moderate
0.2,0.1,0.3,0.1,26,1,0,1,1,23.08,Safe
0.4,0.1,0.1,0.1,28,1,0,1,1,23.84,Safe
0.7,0.6,0.6,0.4,36,0,1,1,2,48.28,Moderate
0.4,0.6,0.6,0.1,42,1,1,1,1,44.36,Moderate
1.0,0.6,1.0,0.1,51,1,1,1,1,63.18,Dangerous
0.2,0.1,0.3,0.1,29,1,0,1,1,23.62,Safe
0.4,0.1,0.6,0.4,22,1,0,1,2,38.36,Moderate
0.2,0.3,0.1,0.1,44,0,0,1,1,16.72,Safe
0.2,0.1,0.3,0.1,48,0,0,1,1,19.04,Safe
0.7,0.3,1.0,1.0,39,1,1,4,3,78.02,Dangerous
0.2,0.3,0.3,1.0,63,0,0,4,3,48.14,Moderate
0.2,0.3,0.1,0.7,33,0,0,1,2,25.94,Safe
0.4,0.3,0.3,0.4,47,0,1,1,2,37.66,Moderate
0.2,0.3,0.3,0.7,32,0,0,1,2,28.96,Safe
0.2,0.3,0.3,1.0,30,1,0,4,3,50.2,Moderate
0.2,0.3,0.3,1.0,24,1,0,4,3,49.12,Moderate
0.2,0.3,0.6,0.7,28,1,0,4,3,51.04,Moderate
0.2,0.1,0.6,1.0,64,1,0,4,3,59.52,Moderate
0.7,0.3,0.6,1.0,62,1,1,4,3,75.76,Dangerous
0.2,0.3,0.3,0.7,30,1,0,1,2,36.6,Moderate
0.2,0.3,0.1,1.0,32,1,0,4,3,47.36,Moderate
0.2,0.3,0.1,1.0,57,1,0,4,3,51.86,Moderate
0.2,0.1,0.3,0.7,58,0,0,4,3,42.04,Moderate
1.0,1.0,0.6,1.0,43,1,1,4,3,83.34,Dangerous
0.2,0.1,0.6,0.7,32,1,0,4,3,50.16,Moderate
0.4,0.3,0.3,0.7,59,1,1,4,3,61.42,Dangerous
0.2,0.3,0.3,0.4,38,0,0,1,2,26.44,Safe
0.2,0.3,0.3,0.7,44,0,0,4,3,41.12,Moderate
0.2,0.3,0.3,0.7,24,1,0,2,3,41.92,Moderate
0.2,0.3,0.3,0.4,33,0,0,1,2,25.54,Safe
1.0,0.6,1.0,0.4,40,1,1,1,2,68.8,Dangerous
0.2,0.1,0.1,0.4,41,0,0,1,2,22.18,Safe
0.2,0.3,0.1,1.0,57,0,0,4,3,43.86,Moderate
0.2,0.3,0.3,1.0,24,1,0,2,3,45.52,Moderate
0.2,0.3,0.3,0.4,22,1,0,1,2,31.56,Moderate
0.2,0.1,0.1,0.4,27,0,0,1,2,19.66,Safe
0.2,0.3,0.3,0.1,19,1,0,1,1,23.42,Safe
1.0,0.3,0.6,0.1,45,1,1,1,1,53.3,Moderate
0.7,1.0,0.6,0.1,38,0,1,1,1,44.24,Moderate
1.0,0.6,0.6,0.1,40,1,1,1,1,54.8,Moderate
0.4,1.0,0.1,0.4,47,0,1,1,2,40.06,Moderate
0.4,0.3,0.1,0.7,34,0,0,2,3,36.12,Moderate
0.2,0.1,0.1,0.4,45,0,0,1,2,22.9,Safe
0.4,0.1,0.1,1.0,34,0,0,2,3,38.12,Moderate
0.2,0.1,0.6,1.0,24,1,0,4,3,52.32,Moderate
0.7,0.6,0.6,0.4,41,0,1,1,2,49.18,Moderate
0.7,0.6,0.6,1.0,48,0,1,4,3,67.64,Dangerous
1.0,1.0,0.3,0.4,39,1,1,1,2,60.62,Dangerous
0.7,1.0,0.6,1.0,70,1,1,4,3,82.8,Dangerous
0.2,0.3,0.3,1.0,47,0,0,4,3,45.26,Moderate
0.2,0.3,0.3,0.1,27,0,0,1,1,16.86,Safe
0.2,0.3,0.6,0.4,48,1,0,1,2,41.04,Moderate
0.4,0.1,0.1,0.7,48,0,0,1,2,30.64,Moderate
1.0,0.6,0.6,0.4,66,0,1,1,2,59.08,Moderate
0.7,0.6,0.6,0.7,47,0,1,1,2,53.86,Moderate
0.4,0.1,0.1,0.7,22,1,0,1,2,33.96,Moderate
0.4,0.3,0.3,0.4,28,1,0,1,2,36.24,Moderate
0.2,0.1,0.1,0.1,22,1,0,1,1,19.16,Safe
0.2,0.3,0.3,0.1,37,0,0,1,1,18.66,Safe
0.4,1.0,0.3,0.1,27,1,1,1,1,40.06,Moderate
0.2,0.1,0.1,0.1,44,1,0,1,1,23.12,Safe
0.2,0.3,0.1,0.1,46,0,0,1,1,17.08,Safe
0.2,0.3,0.3,0.4,46,0,0,1,2,27.88,Safe
1.0,0.3,0.6,0.1,43,1,1,1,1,52.94,Moderate
0.4,0.1,0.3,0.4,30,1,0,1,2,35.0,Moderate
0.2,0.3,0.1,0.4,49,0,0,1,2,25.22,Safe
0.2,0.1,0.6,0.4,30,0,0,1,2,28.2,Safe
0.2,0.3,0.6,0.4,29,1,0,1,2,37.62,Moderate
0.4,0.1,0.3,1.0,65,0,0,4,3,50.5,Moderate
0.2,0.3,0.3,0.4,16,1,0,1,2,30.48,Moderate
0.4,1.0,0.6,0.4,25,1,1,1,2,52.1,Moderate
0.4,0.3,0.3,0.4,36,0,0,1,2,29.68,Safe
0.2,0.1,0.1,0.4,38,0,0,1,2,21.64,Safe
0.4,0.3,0.3,0.1,33,0,0,1,1,21.54,Safe
0.2,0.1,0.1,0.4,27,1,0,1,2,27.66,Safe
0.4,0.3,0.1,0.1,23,1,0,1,1,24.54,Safe
0.2,0.3,0.1,0.7,49,0,0,1,2,28.82,Safe
1.0,1.0,0.6,0.1,37,1,1,1,1,57.46,Moderate
0.2,0.1,0.1,0.4,37,0,0,1,2,21.46,Safe
0.2,0.1,0.1,0.4,38,0,0,1,2,21.64,Safe
0.2,0.1,0.3,0.4,25,1,0,1,2,30.5,Moderate
0.2,0.1,0.1,0.4,36,0,0,1,2,21.28,Safe
0.2,0.3,0.3,0.4,29,0,0,1,2,24.82,Safe
0.2,0.3,0.3,0.4,33,0,0,1,2,25.54,Safe
0.2,0.1,0.3,0.1,28,0,0,1,1,15.44,Safe
1.0,1.0,0.3,0.1,47,0,1,1,1,46.46,Moderate
0.2,0.3,0.3,0.4,22,1,0,1,2,31.56,Moderate
0.2,0.3,0.1,0.1,48,0,0,1,1,17.44,Safe
0.4,0.3,0.3,0.1,46,0,0,1,1,23.88,Safe
0.2,0.3,0.1,0.4,23,1,0,1,2,28.54,Safe
0.2,0.3,0.3,0.1,47,0,0,1,1,20.46,Safe
0.4,0.6,0.1,0.4,39,0,1,1,2,35.42,Moderate
0.7,0.3,0.3,0.1,51,0,1,1,1,36.18,Moderate
0.2,0.3,0.3,0.4,28,1,0,1,2,32.64,Moderate
0.2,0.3,0.3,0.1,25,1,0,1,1,24.5,Safe
0.2,0.1,0.1,0.1,24,1,0,1,1,19.52,Safe
0.2,0.1,0.3,0.4,38,1,0,1,2,32.84,Moderate
0.2,0.3,0.1,0.1,26,0,0,1,1,13.48,Safe
1.0,1.0,0.6,0.7,42,1,1,1,2,69.56,Dangerous
0.2,0.3,0.1,0.7,49,0,0,1,2,28.82,Safe
0.2,0.3,0.3,0.1,39,0,0,1,1,19.02,Safe
0.2,0.1,0.1,0.1,22,1,0,1,1,19.16,Safe
0.2,0.3,0.1,0.4,28,1,0,1,2,29.44,Safe
0.2,0.1,0.1,0.4,30,0,0,1,2,20.2,Safe
0.2,0.1,0.1,0.1,44,0,0,1,1,15.12,Safe
1.0,1.0,0.6,0.4,59,0,1,1,2,61.02,Dangerous
0.4,0.3,0.1,0.1,51,1,0,1,1,29.58,Safe
1.0,0.3,0.3,0.4,65,0,1,1,2,51.7,Moderate
0.2,0.1,0.3,0.1,28,1,0,1,1,23.44,Safe
0.4,0.3,0.1,0.4,42,0,0,1,2,27.56,Safe
0.2,0.3,0.3,0.7,64,0,0,4,3,44.72,Moderate
0.4,0.1,0.3,1.0,57,0,0,4,3,49.06,Moderate
0.2,0.1,0.6,1.0,32,1,0,4,3,53.76,Moderate
0.2,0.1,0.1,1.0,35,0,0,2,3,34.7,Moderate
0.2,0.3,0.3,1.0,41,0,0,2,3,40.58,Moderate
0.2,0.3,0.3,0.4,31,0,0,1,2,25.18,Safe
0.7,0.3,0.1,1.0,49,0,1,4,3,57.42,Moderate
0.2,0.1,0.3,0.4,29,0,0,1,2,23.22,Safe
0.2,0.3,0.3,0.4,21,1,0,1,2,31.38,Moderate
1.0,0.3,0.6,1.0,52,1,1,2,3,75.76,Dangerous
0.2,0.3,0.3,0.1,32,0,0,1,1,17.76,Safe
1.0,0.6,0.6,0.4,50,0,1,1,2,56.2,Moderate
0.7,0.3,0.6,0.7,54,0,1,1,2,52.72,Moderate
0.2,0.3,0.1,0.1,25,1,0,1,1,21.3,Safe
0.4,0.3,0.3,0.1,29,1,1,1,1,34.82,Moderate
0.2,0.1,0.3,0.4,38,0,0,1,2,24.84,Safe
1.0,1.0,0.3,1.0,40,0,1,2,3,66.4,Dangerous
0.2,0.3,0.6,0.7,25,1,0,4,3,50.5,Moderate
0.2,0.1,0.1,0.7,32,1,0,4,3,42.16,Moderate
1.0,1.0,0.1,1.0,73,0,1,4,3,72.74,Dangerous
0.2,0.3,0.1,0.4,42,0,0,1,2,23.96,Safe
0.2,0.3,0.3,1.0,38,0,0,2,3,40.04,Moderate
0.2,0.3,0.1,0.4,20,1,0,1,2,28.0,Safe
0.2,0.3,0.1,0.7,24,1,0,1,2,32.32,Moderate
0.2,0.3,0.3,0.7,47,0,0,1,2,31.66,Moderate
0.2,0.1,0.3,0.4,46,0,0,1,2,26.28,Safe
0.2,0.3,0.3,1.0,39,0,0,2,3,40.22,Moderate
0.4,0.1,0.6,0.4,25,1,0,1,2,38.9,Moderate
0.2,0.1,0.3,1.0,30,1,0,4,3,48.6,Moderate
0.2,0.3,0.1,1.0,57,0,0,4,3,43.86,Moderate
0.7,0.3,0.6,1.0,28,1,1,2,3,66.04,Dangerous
0.2,0.3,0.1,1.0,44,0,0,4,3,41.52,Moderate
0.4,0.6,0.3,1.0,36,1,1,4,3,63.28,Dangerous
0.4,1.0,0.1,1.0,64,0,1,4,3,60.32,Dangerous
0.2,0.1,0.1,0.7,44,0,0,4,3,36.32,Moderate
0.2,0.1,0.3,1.0,51,0,0,4,3,44.38,Moderate
0.2,0.3,0.1,0.7,46,0,0,1,2,28.28,Safe
0.2,0.3,0.1,0.1,41,1,0,1,1,24.18,Safe
0.2,0.3,0.3,0.1,25,1,0,1,1,24.5,Safe
0.2,0.1,0.3,0.1,40,0,0,1,1,17.6,Safe
0.7,0.6,0.6,0.1,34,1,1,1,1,48.32,Moderate
0.2,0.3,0.3,0.4,20,1,0,1,2,31.2,Moderate
0.4,0.3,0.1,0.4,47,0,1,1,2,34.46,Moderate
1.0,0.3,0.3,0.4,57,1,1,1,2,58.26,Moderate
1.0,1.0,0.3,0.1,44,1,1,1,1,53.92,Moderate
0.2,0.3,0.1,0.4,43,0,0,1,2,24.14,Safe
0.4,1.0,0.1,0.7,49,0,1,1,2,44.02,Moderate
0.2,0.3,0.3,1.0,59,0,0,4,3,47.42,Moderate
0.2,0.3,0.1,1.0,61,0,0,4,3,44.58,Moderate
0.2,0.3,0.3,1.0,62,0,0,4,3,47.96,Moderate
1.0,0.3,0.3,0.4,46,0,1,1,2,48.28,Moderate
1.0,0.6,0.3,0.7,58,1,1,1,2,64.44,Dangerous
0.4,0.1,0.1,0.1,22,1,0,1,1,22.76,Safe
0.2,0.1,0.3,0.4,22,1,0,1,2,29.96,Safe
0.2,0.3,0.1,0.1,33,0,0,1,1,14.74,Safe
0.7,1.0,1.0,0.4,32,1,1,1,2,65.16,Dangerous
0.2,0.3,0.3,0.1,31,0,0,1,1,17.58,Safe
0.2,0.3,0.6,0.1,20,1,0,1,1,28.4,Safe
1.0,0.6,0.3,0.1,41,1,1,1,1,50.18,Moderate
0.2,0.3,0.1,0.4,24,1,0,1,2,28.72,Safe
1.0,0.3,0.3,0.1,41,1,1,1,1,47.78,Moderate
0.2,0.1,0.1,0.7,36,0,0,4,3,34.88,Moderate
0.2,0.3,0.1,0.7,46,0,0,1,2,28.28,Safe
0.4,1.0,0.3,0.7,58,0,1,4,3,58.84,Moderate
0.2,0.3,0.3,1.0,48,0,0,4,3,45.44,Moderate
0.4,0.1,0.1,0.4,43,0,0,1,2,26.14,Safe
0.2,0.1,0.1,0.7,30,0,0,1,2,23.8,Safe
0.2,0.3,0.3,1.0,39,0,0,4,3,43.82,Moderate
0.2,0.1,0.6,1.0,32,1,0,4,3,53.76,Moderate
0.2,0.3,0.3,1.0,26,0,0,2,3,37.88,Moderate
0.4,0.6,0.3,0.1,22,1,1,1,1,35.96,Moderate
0.2,0.3,0.3,0.1,21,1,0,1,1,23.78,Safe
0.2,0.3,0.3,0.4,16,1,0,1,2,30.48,Moderate
0.7,1.0,0.6,0.1,37,0,1,1,1,44.06,Moderate
0.2,0.3,0.3,0.7,21,0,0,2,3,33.38,Moderate
1.0,0.3,1.0,1.0,42,1,1,2,3,80.36,Dangerous
0.2,0.1,0.1,0.7,61,0,0,4,3,39.38,Moderate
0.2,0.1,0.1,1.0,24,0,0,2,3,32.72,Moderate
0.4,1.0,0.3,1.0,18,1,1,2,3,59.64,Moderate
1.0,0.3,1.0,0.7,33,1,1,2,3,75.14,Dangerous
0.4,0.1,0.1,1.0,45,0,0,4,3,43.7,Moderate
1.0,1.0,1.0,1.0,40,1,1,2,3,85.6,Dangerous
0.2,0.1,0.1,1.0,38,0,0,2,3,35.24,Moderate
0.2,0.1,0.3,0.7,63,0,0,4,3,42.94,Moderate
0.7,0.3,0.1,0.4,36,0,1,1,2,37.88,Moderate
0.4,0.1,0.6,1.0,32,1,0,4,3,57.36,Moderate
0.4,0.3,0.1,1.0,40,0,0,4,3,44.4,Moderate
0.7,0.6,1.0,0.1,35,1,1,1,1,54.9,Moderate
0.2,0.3,0.3,0.4,33,0,0,1,2,25.54,Safe
0.2,0.1,0.3,0.4,24,1,0,1,2,30.32,Moderate
1.0,0.6,0.6,0.1,63,0,1,1,1,50.94,Moderate
0.2,0.1,0.1,0.7,51,0,0,1,2,27.58,Safe
0.2,0.1,0.1,0.1,33,0,0,1,1,13.14,Safe
0.2,0.1,0.3,0.1,31,0,0,1,1,15.98,Safe
0.2,0.1,0.3,0.1,21,1,0,1,1,22.18,Safe
0.2,0.3,0.3,0.7,40,1,0,1,2,38.4,Moderate
0.4,0.3,0.3,0.4,28,1,1,1,2,42.24,Moderate
0.2,0.3,0.1,1.0,37,1,0,4,3,48.26,Moderate
0.4,0.1,0.1,0.7,29,1,0,4,3,45.22,Moderate
0.2,0.3,0.1,1.0,55,0,0,4,3,43.5,Moderate
0.2,0.1,0.1,1.0,32,0,0,2,3,34.16,Moderate
0.4,0.3,0.1,1.0,33,1,0,4,3,51.14,Moderate
0.2,0.1,0.3,0.4,39,0,0,1,2,25.02,Safe
0.4,0.3,0.3,0.4,25,1,0,1,2,35.7,Moderate
0.2,0.3,0.3,0.1,17,1,0,1,1,23.06,Safe
0.2,0.6,0.1,0.7,36,0,0,1,2,28.88,Safe
0.7,1.0,0.6,0.4,44,1,1,1,2,60.92,Dangerous
0.4,1.0,0.1,0.4,37,0,1,1,2,38.26,Moderate
0.2,0.1,0.1,0.1,44,0,0,1,1,15.12,Safe
0.2,0.3,0.1,0.1,38,0,0,1,1,15.64,Safe
0.2,0.3,0.1,0.4,34,0,0,1,2,22.52,Safe
0.7,0.3,0.3,0.1,41,0,1,1,1,34.38,Moderate
0.2,0.3,0.1,0.7,28,1,0,1,2,33.04,Moderate
0.2,0.1,0.6,0.4,16,1,0,1,2,33.68,Moderate
0.2,0.3,0.3,0.4,40,1,0,1,2,34.8,Moderate
0.2,0.3,0.6,0.7,24,1,0,1,2,40.32,Moderate
0.2,0.1,0.1,0.4,44,0,0,1,2,22.72,Safe
0.2,0.3,0.3,0.1,34,0,0,1,1,18.12,Safe
1.0,0.3,0.6,0.1,39,1,1,1,1,52.22,Moderate
0.4,0.1,0.6,0.1,27,1,0,1,1,31.66,Moderate
0.4,0.3,0.1,0.4,33,0,0,1,2,25.94,Safe
0.2,0.3,0.1,0.1,19,1,0,1,1,20.22,Safe
0.2,0.1,0.1,0.1,33,0,0,1,1,13.14,Safe
1.0,0.3,0.6,0.4,41,1,1,1,2,60.18,Dangerous
0.2,0.3,0.1,0.7,31,0,0,1,2,25.58,Safe
0.7,0.3,1.0,0.7,23,1,1,2,3,67.94,Dangerous
0.4,0.3,0.1,0.4,36,0,1,1,2,32.48,Moderate
0.2,0.1,0.1,0.4,34,0,0,1,2,20.92,Safe
0.2,0.1,0.1,1.0,41,0,0,4,3,39.38,Moderate
1.0,0.6,0.3,1.0,55,0,1,4,3,69.5,Dangerous
0.2,0.1,0.6,1.0,29,1,0,4,3,53.22,Moderate
0.2,0.3,0.3,1.0,27,1,0,4,3,49.66,Moderate
0.4,0.3,0.6,0.4,22,1,1,1,2,45.96,Moderate
0.2,0.3,0.3,0.4,29,1,0,1,2,32.82,Moderate
0.2,0.1,0.1,0.7,45,1,0,1,2,34.5,Moderate
0.2,0.3,0.6,0.7,19,1,0,1,2,39.42,Moderate
0.4,0.6,0.6,1.0,30,1,1,4,3,67.0,Dangerous
0.7,1.0,0.6,0.4,55,0,1,1,2,54.9,Moderate
0.2,0.3,0.3,0.4,43,0,0,1,2,27.34,Safe
0.4,0.3,0.3,0.7,49,0,0,4,3,45.62,Moderate
0.2,0.1,0.3,1.0,55,0,0,4,3,45.1,Moderate
0.7,0.3,0.6,1.0,47,0,1,2,3,61.46,Dangerous
1.0,0.3,0.1,1.0,40,0,1,2,3,57.6,Moderate
0.4,0.3,0.3,0.7,34,0,1,2,3,45.32,Moderate
0.2,0.3,0.3,1.0,31,1,0,4,3,50.38,Moderate
0.2,0.3,0.1,0.7,30,0,0,2,3,31.8,Moderate
0.2,0.3,0.3,0.7,37,0,0,4,3,39.86,Moderate
0.4,0.1,0.6,1.0,29,1,0,4,3,56.82,Moderate
0.2,0.1,0.1,0.7,36,0,0,2,3,31.28,Moderate
1.0,1.0,1.0,1.0,37,1,1,2,3,85.06,Dangerous
0.7,0.3,0.6,0.1,27,1,1,1,1,44.66,Moderate
0.2,0.3,0.1,0.1,38,0,0,1,1,15.64,Safe
0.2,0.1,0.3,0.4,22,1,0,1,2,29.96,Safe
1.0,1.0,0.3,0.4,39,1,1,1,2,60.62,Dangerous
1.0,0.3,0.3,0.4,66,1,1,1,2,59.88,Moderate
0.2,0.3,0.1,0.7,26,0,0,1,2,24.68,Safe
0.4,0.6,0.3,0.4,28,1,1,1,2,44.64,Moderate
0.2,0.1,0.1,0.4,38,0,0,1,2,21.64,Safe
0.4,0.3,0.1,1.0,60,0,0,4,3,48.0,Moderate
0.2,0.1,0.3,1.0,32,1,0,4,3,48.96,Moderate
0.0,0.3,0.1,1.0,43,0,0,4,3,37.74,Moderate
0.2,0.1,0.6,1.0,14,1,0,2,3,46.92,Moderate
0.2,0.1,0.1,0.7,44,0,0,4,3,36.32,Moderate
0.2,0.3,0.1,1.0,44,0,0,4,3,41.52,Moderate
0.2,0.1,0.3,0.4,29,0,0,1,2,23.22,Safe
0.4,0.1,0.3,0.4,21,1,0,1,2,33.38,Moderate
0.4,0.3,0.3,1.0,33,1,0,4,3,54.34,Moderate
0.2,0.3,0.6,1.0,52,1,0,4,3,58.96,Moderate
0.2,0.3,0.1,0.4,22,1,0,1,2,28.36,Safe
0.2,0.3,0.6,1.0,35,1,0,2,3,52.3,Moderate
0.2,0.1,0.3,0.4,25,1,0,1,2,30.5,Moderate
0.7,0.6,1.0,1.0,52,1,1,4,3,82.76,Dangerous
0.2,0.3,0.3,0.4,31,0,0,1,2,25.18,Safe
0.2,0.3,0.3,1.0,60,0,0,4,3,47.6,Moderate
0.7,0.6,0.3,1.0,64,0,1,4,3,65.72,Dangerous
0.7,0.6,1.0,1.0,28,1,1,2,3,74.84,Dangerous
0.2,0.1,0.6,1.0,31,1,0,4,3,53.58,Moderate
0.4,1.0,0.3,1.0,47,0,1,4,3,60.46,Dangerous
1.0,0.3,1.0,1.0,45,1,1,4,3,84.5,Dangerous
0.2,0.3,0.1,1.0,44,0,0,4,3,41.52,Moderate
0.2,0.1,0.1,0.1,31,0,0,1,1,12.78,Safe
0.2,0.3,0.6,0.4,25,1,0,1,2,36.9,Moderate
0.7,1.0,0.6,0.1,27,1,1,1,1,50.26,Moderate
1.0,0.6,1.0,0.1,40,1,1,1,1,61.2,Dangerous
1.0,0.3,0.6,0.1,61,0,1,1,1,48.18,Moderate
0.4,0.1,0.3,0.1,34,0,0,1,1,20.12,Safe
0.2,0.1,0.1,0.4,44,1,0,1,2,30.72,Moderate
0.4,0.1,0.3,0.1,23,1,0,1,1,26.14,Safe
0.2,0.3,0.3,0.4,45,0,0,1,2,27.7,Safe
0.7,0.6,0.3,0.4,43,0,1,1,2,44.74,Moderate
0.4,0.1,0.3,0.7,30,0,0,1,2,30.6,Moderate
0.2,0.3,0.6,0.4,34,1,0,1,2,38.52,Moderate
0.2,0.1,0.6,0.7,28,1,0,1,2,39.44,Moderate
1.0,0.6,0.3,0.4,37,1,1,1,2,57.06,Moderate
0.2,0.3,0.1,0.7,39,0,0,1,2,27.02,Safe
0.2,0.3,0.3,1.0,18,1,0,2,3,44.44,Moderate
0.4,0.1,0.1,0.4,50,0,0,1,2,27.4,Safe
0.7,0.6,0.6,0.4,47,1,1,1,2,58.26,Moderate
0.2,0.3,0.1,0.7,35,1,0,4,3,44.3,Moderate
0.2,0.3,0.3,1.0,25,0,0,2,3,37.7,Moderate
0.2,0.3,0.1,1.0,28,1,0,4,3,46.64,Moderate
0.2,0.1,0.6,1.0,29,1,0,4,3,53.22,Moderate
0.2,0.3,0.3,1.0,61,1,0,4,3,55.78,Moderate
0.2,0.1,0.6,0.4,31,1,0,1,2,36.38,Moderate
0.2,0.1,0.3,0.7,31,0,0,1,2,27.18,Safe
0.2,0.3,0.1,0.1,41,0,0,1,1,16.18,Safe
0.2,0.3,0.3,0.1,34,0,0,1,1,18.12,Safe
0.4,0.6,0.1,0.1,42,1,1,1,1,36.36,Moderate
0.2,0.1,0.1,0.1,30,0,0,1,1,12.6,Safe
0.2,0.1,0.3,0.4,37,1,0,1,2,32.66,Moderate
0.2,0.1,0.3,0.7,41,0,0,1,2,28.98,Safe
1.0,1.0,1.0,0.7,43,1,1,4,3,86.14,Dangerous
0.2,0.3,0.1,1.0,38,0,0,2,3,36.84,Moderate
0.2,0.1,0.3,0.7,52,0,0,4,3,40.96,Moderate
0.2,0.1,0.3,0.4,30,1,0,1,2,31.4,Moderate
0.2,0.3,0.6,1.0,36,0,0,4,3,48.08,Moderate
0.2,0.1,0.6,0.7,44,1,0,1,2,42.32,Moderate
0.4,0.1,0.1,1.0,22,1,0,2,3,43.96,Moderate
0.2,0.1,0.3,0.7,32,1,0,4,3,45.36,Moderate
1.0,0.3,0.3,1.0,60,0,1,4,3,68.0,Dangerous
0.2,0.3,0.3,0.1,26,1,0,1,1,24.68,Safe
0.7,1.0,0.1,0.4,56,0,1,1,2,47.08,Moderate
0.2,0.1,0.3,0.1,31,0,0,1,1,15.98,Safe
0.7,0.6,0.3,0.1,44,0,1,1,1,37.32,Moderate
1.0,0.3,1.0,0.1,50,0,1,1,1,52.6,Moderate
0.4,0.1,0.3,0.4,49,1,0,1,2,38.42,Moderate
0.4,0.1,0.1,0.7,32,0,0,1,2,27.76,Safe
0.2,0.3,0.6,0.1,24,1,0,1,1,29.12,Safe
0.2,0.3,0.3,0.4,43,0,0,1,2,27.34,Safe
1.0,0.3,0.6,1.0,32,1,1,2,3,72.16,Dangerous
1.0,0.3,1.0,0.1,44,1,1,1,1,59.52,Moderate
0.2,0.3,0.3,0.4,22,1,0,1,2,31.56,Moderate
0.2,0.3,0.3,0.4,27,1,0,1,2,32.46,Moderate
0.2,0.1,0.1,0.7,25,0,0,1,2,22.9,Safe
0.2,0.3,0.3,0.1,38,0,0,1,1,18.84,Safe
0.2,0.1,0.3,0.4,40,0,0,1,2,25.2,Safe
0.4,0.3,0.1,0.4,39,0,0,1,2,27.02,Safe
1.0,0.6,0.3,0.1,64,0,1,1,1,46.32,Moderate
0.2,0.1,0.1,0.1,39,0,0,1,1,14.22,Safe
1.0,1.0,0.6,0.1,64,0,1,1,1,54.32,Moderate
0.2,0.1,0.1,0.7,38,0,0,1,2,25.24,Safe
0.2,0.3,0.3,0.1,33,0,0,1,1,17.94,Safe
1.0,0.3,0.6,0.1,59,0,1,1,1,47.82,Moderate
